,model_A,model_B,mdr_A,mdr_B,K,jaccard_index,overlap_count
2416,"LD=8, SS=8","LD=8, SS=32",2.9843,3.4086,100,0.3333333333333333,50
2419,"LD=8, SS=8","LD=8, SS=64",2.9843,5.0874,100,0.27388535031847133,43
2422,"LD=8, SS=8","LD=16, SS=1",2.9843,5.1203,100,0.21212121212121213,35
2425,"LD=8, SS=8","LD=16, SS=2",2.9843,5.4975,100,0.22699386503067484,37
2428,"LD=8, SS=8","LD=16, SS=4",2.9843,4.3131,100,0.21212121212121213,35
2431,"LD=8, SS=8","LD=16, SS=8",2.9843,2.627,100,0.3333333333333333,50
2434,"LD=8, SS=8","LD=16, SS=16",2.9843,2.8996,100,0.32450331125827814,49
2437,"LD=8, SS=8","LD=16, SS=32",2.9843,3.5236,100,0.36054421768707484,53
2440,"LD=8, SS=8","LD=16, SS=64",2.9843,4.838,100,0.2578616352201258,41
2443,"LD=8, SS=8","LD=32, SS=1",2.9843,6.0802,100,0.19760479041916168,33
2446,"LD=8, SS=8","LD=32, SS=2",2.9843,4.9217,100,0.21212121212121213,35
2449,"LD=8, SS=8","LD=32, SS=4",2.9843,2.7115,100,0.21212121212121213,35
2452,"LD=8, SS=8","LD=32, SS=8",2.9843,2.9311,100,0.32450331125827814,49
2455,"LD=8, SS=8","LD=32, SS=16",2.9843,3.1822,100,0.28205128205128205,44
2458,"LD=8, SS=8","LD=32, SS=32",2.9843,3.3407,100,0.2987012987012987,46
2461,"LD=8, SS=8","LD=64, SS=1",2.9843,5.1779,100,0.21212121212121213,35
2464,"LD=8, SS=8","LD=64, SS=2",2.9843,2.7685,100,0.2903225806451613,45
2467,"LD=8, SS=8","LD=64, SS=4",2.9843,3.0636,100,0.2987012987012987,46
2470,"LD=8, SS=8","LD=64, SS=8",2.9843,3.0507,100,0.32450331125827814,49
2473,"LD=8, SS=8","LD=64, SS=16",2.9843,3.1088,100,0.3333333333333333,50
2476,"LD=8, SS=16","LD=8, SS=32",2.8322,3.4086,100,0.48148148148148145,65
2479,"LD=8, SS=16","LD=8, SS=64",2.8322,5.0874,100,0.30718954248366015,47
2482,"LD=8, SS=16","LD=16, SS=1",2.8322,5.1203,100,0.20481927710843373,34
2485,"LD=8, SS=16","LD=16, SS=2",2.8322,5.4975,100,0.19760479041916168,33
2488,"LD=8, SS=16","LD=16, SS=4",2.8322,4.3131,100,0.19760479041916168,33
2491,"LD=8, SS=16","LD=16, SS=8",2.8322,2.627,100,0.3422818791946309,51
2494,"LD=8, SS=16","LD=16, SS=16",2.8322,2.8996,100,0.42857142857142855,60
2497,"LD=8, SS=16","LD=16, SS=32",2.8322,3.5236,100,0.43884892086330934,61
2500,"LD=8, SS=16","LD=16, SS=64",2.8322,4.838,100,0.2903225806451613,45
2503,"LD=8, SS=16","LD=32, SS=1",2.8322,6.0802,100,0.1695906432748538,29
2506,"LD=8, SS=16","LD=32, SS=2",2.8322,4.9217,100,0.19760479041916168,33
2509,"LD=8, SS=16","LD=32, SS=4",2.8322,2.7115,100,0.27388535031847133,43
2512,"LD=8, SS=16","LD=32, SS=8",2.8322,2.9311,100,0.42857142857142855,60
2515,"LD=8, SS=16","LD=32, SS=16",2.8322,3.1822,100,0.41843971631205673,59
2518,"LD=8, SS=16","LD=32, SS=32",2.8322,3.3407,100,0.3888888888888889,56
2521,"LD=8, SS=16","LD=64, SS=1",2.8322,5.1779,100,0.19760479041916168,33
2524,"LD=8, SS=16","LD=64, SS=2",2.8322,2.7685,100,0.3157894736842105,48
2527,"LD=8, SS=16","LD=64, SS=4",2.8322,3.0636,100,0.3333333333333333,50
2530,"LD=8, SS=16","LD=64, SS=8",2.8322,3.0507,100,0.3698630136986301,54
2533,"LD=8, SS=16","LD=64, SS=16",2.8322,3.1088,100,0.36054421768707484,53
2536,"LD=8, SS=32","LD=8, SS=64",3.4086,5.0874,100,0.3986013986013986,57
2539,"LD=8, SS=32","LD=16, SS=1",3.4086,5.1203,100,0.27388535031847133,43
2542,"LD=8, SS=32","LD=16, SS=2",3.4086,5.4975,100,0.26582278481012656,42
2545,"LD=8, SS=32","LD=16, SS=4",3.4086,4.3131,100,0.2578616352201258,41
2548,"LD=8, SS=32","LD=16, SS=8",3.4086,2.627,100,0.3422818791946309,51
2551,"LD=8, SS=32","LD=16, SS=16",3.4086,2.8996,100,0.45985401459854014,63
2554,"LD=8, SS=32","LD=16, SS=32",3.4086,3.5236,100,0.5267175572519084,69
2557,"LD=8, SS=32","LD=16, SS=64",3.4086,4.838,100,0.41843971631205673,59
2560,"LD=8, SS=32","LD=32, SS=1",3.4086,6.0802,100,0.22699386503067484,37
2563,"LD=8, SS=32","LD=32, SS=2",3.4086,4.9217,100,0.2578616352201258,41
2566,"LD=8, SS=32","LD=32, SS=4",3.4086,2.7115,100,0.26582278481012656,42
2569,"LD=8, SS=32","LD=32, SS=8",3.4086,2.9311,100,0.4492753623188406,62
2572,"LD=8, SS=32","LD=32, SS=16",3.4086,3.1822,100,0.47058823529411764,64
2575,"LD=8, SS=32","LD=32, SS=32",3.4086,3.3407,100,0.4925373134328358,66
2578,"LD=8, SS=32","LD=64, SS=1",3.4086,5.1779,100,0.2578616352201258,41
2581,"LD=8, SS=32","LD=64, SS=2",3.4086,2.7685,100,0.3422818791946309,51
2584,"LD=8, SS=32","LD=64, SS=4",3.4086,3.0636,100,0.3698630136986301,54
2587,"LD=8, SS=32","LD=64, SS=8",3.4086,3.0507,100,0.4084507042253521,58
2590,"LD=8, SS=32","LD=64, SS=16",3.4086,3.1088,100,0.4084507042253521,58
2593,"LD=8, SS=64","LD=16, SS=1",5.0874,5.1203,100,0.47058823529411764,64
2596,"LD=8, SS=64","LD=16, SS=2",5.0874,5.4975,100,0.4492753623188406,62
2599,"LD=8, SS=64","LD=16, SS=4",5.0874,4.3131,100,0.48148148148148145,65
2602,"LD=8, SS=64","LD=16, SS=8",5.0874,2.627,100,0.2422360248447205,39
2605,"LD=8, SS=64","LD=16, SS=16",5.0874,2.8996,100,0.32450331125827814,49
2608,"LD=8, SS=64","LD=16, SS=32",5.0874,3.5236,100,0.4925373134328358,66
2611,"LD=8, SS=64","LD=16, SS=64",5.0874,4.838,100,0.6666666666666666,80
2614,"LD=8, SS=64","LD=32, SS=1",5.0874,6.0802,100,0.43884892086330934,61
2617,"LD=8, SS=64","LD=32, SS=2",5.0874,4.9217,100,0.48148148148148145,65
2620,"LD=8, SS=64","LD=32, SS=4",5.0874,2.7115,100,0.26582278481012656,42
2623,"LD=8, SS=64","LD=32, SS=8",5.0874,2.9311,100,0.30718954248366015,47
2626,"LD=8, SS=64","LD=32, SS=16",5.0874,3.1822,100,0.3986013986013986,57
2629,"LD=8, SS=64","LD=32, SS=32",5.0874,3.3407,100,0.3698630136986301,54
2632,"LD=8, SS=64","LD=64, SS=1",5.0874,5.1779,100,0.48148148148148145,65
2635,"LD=8, SS=64","LD=64, SS=2",5.0874,2.7685,100,0.30718954248366015,47
2638,"LD=8, SS=64","LD=64, SS=4",5.0874,3.0636,100,0.28205128205128205,44
2641,"LD=8, SS=64","LD=64, SS=8",5.0874,3.0507,100,0.3333333333333333,50
2644,"LD=8, SS=64","LD=64, SS=16",5.0874,3.1088,100,0.3698630136986301,54
2647,"LD=16, SS=1","LD=16, SS=2",5.1203,5.4975,100,0.7094017094017094,83
2650,"LD=16, SS=1","LD=16, SS=4",5.1203,4.3131,100,0.9230769230769231,96
2653,"LD=16, SS=1","LD=16, SS=8",5.1203,2.627,100,0.19760479041916168,33
2656,"LD=16, SS=1","LD=16, SS=16",5.1203,2.8996,100,0.22699386503067484,37
2659,"LD=16, SS=1","LD=16, SS=32",5.1203,3.5236,100,0.35135135135135137,52
2662,"LD=16, SS=1","LD=16, SS=64",5.1203,4.838,100,0.4084507042253521,58
2665,"LD=16, SS=1","LD=32, SS=1",5.1203,6.0802,100,0.7543859649122807,86
2668,"LD=16, SS=1","LD=32, SS=2",5.1203,4.9217,100,0.9230769230769231,96
2671,"LD=16, SS=1","LD=32, SS=4",5.1203,2.7115,100,0.2345679012345679,38
2674,"LD=16, SS=1","LD=32, SS=8",5.1203,2.9311,100,0.2422360248447205,39
2677,"LD=16, SS=1","LD=32, SS=16",5.1203,3.1822,100,0.28205128205128205,44
2680,"LD=16, SS=1","LD=32, SS=32",5.1203,3.3407,100,0.2903225806451613,45
2683,"LD=16, SS=1","LD=64, SS=1",5.1203,5.1779,100,0.9230769230769231,96
2686,"LD=16, SS=1","LD=64, SS=2",5.1203,2.7685,100,0.22699386503067484,37
2689,"LD=16, SS=1","LD=64, SS=4",5.1203,3.0636,100,0.21212121212121213,35
2692,"LD=16, SS=1","LD=64, SS=8",5.1203,3.0507,100,0.2578616352201258,41
2695,"LD=16, SS=1","LD=64, SS=16",5.1203,3.1088,100,0.2903225806451613,45
2698,"LD=16, SS=2","LD=16, SS=4",5.4975,4.3131,100,0.7094017094017094,83
2701,"LD=16, SS=2","LD=16, SS=8",5.4975,2.627,100,0.20481927710843373,34
2704,"LD=16, SS=2","LD=16, SS=16",5.4975,2.8996,100,0.25,40
2707,"LD=16, SS=2","LD=16, SS=32",5.4975,3.5236,100,0.3333333333333333,50
2710,"LD=16, SS=2","LD=16, SS=64",5.4975,4.838,100,0.4084507042253521,58
2713,"LD=16, SS=2","LD=32, SS=1",5.4975,6.0802,100,0.6949152542372882,82
2716,"LD=16, SS=2","LD=32, SS=2",5.4975,4.9217,100,0.7094017094017094,83
2719,"LD=16, SS=2","LD=32, SS=4",5.4975,2.7115,100,0.21212121212121213,35
2722,"LD=16, SS=2","LD=32, SS=8",5.4975,2.9311,100,0.22699386503067484,37
2725,"LD=16, SS=2","LD=32, SS=16",5.4975,3.1822,100,0.2903225806451613,45
2728,"LD=16, SS=2","LD=32, SS=32",5.4975,3.3407,100,0.2987012987012987,46
2731,"LD=16, SS=2","LD=64, SS=1",5.4975,5.1779,100,0.7094017094017094,83
2734,"LD=16, SS=2","LD=64, SS=2",5.4975,2.7685,100,0.21951219512195122,36
2737,"LD=16, SS=2","LD=64, SS=4",5.4975,3.0636,100,0.21951219512195122,36
2740,"LD=16, SS=2","LD=64, SS=8",5.4975,3.0507,100,0.27388535031847133,43
2743,"LD=16, SS=2","LD=64, SS=16",5.4975,3.1088,100,0.2903225806451613,45
2746,"LD=16, SS=4","LD=16, SS=8",4.3131,2.627,100,0.19047619047619047,32
2749,"LD=16, SS=4","LD=16, SS=16",4.3131,2.8996,100,0.2345679012345679,38
2752,"LD=16, SS=4","LD=16, SS=32",4.3131,3.5236,100,0.3422818791946309,51
2755,"LD=16, SS=4","LD=16, SS=64",4.3131,4.838,100,0.41843971631205673,59
2758,"LD=16, SS=4","LD=32, SS=1",4.3131,6.0802,100,0.7543859649122807,86
2761,"LD=16, SS=4","LD=32, SS=2",4.3131,4.9217,100,1.0,100
2764,"LD=16, SS=4","LD=32, SS=4",4.3131,2.7115,100,0.22699386503067484,37
2767,"LD=16, SS=4","LD=32, SS=8",4.3131,2.9311,100,0.2345679012345679,38
2770,"LD=16, SS=4","LD=32, SS=16",4.3131,3.1822,100,0.27388535031847133,43
2773,"LD=16, SS=4","LD=32, SS=32",4.3131,3.3407,100,0.28205128205128205,44
2776,"LD=16, SS=4","LD=64, SS=1",4.3131,5.1779,100,1.0,100
2779,"LD=16, SS=4","LD=64, SS=2",4.3131,2.7685,100,0.22699386503067484,37
2782,"LD=16, SS=4","LD=64, SS=4",4.3131,3.0636,100,0.20481927710843373,34
2785,"LD=16, SS=4","LD=64, SS=8",4.3131,3.0507,100,0.2578616352201258,41
2788,"LD=16, SS=4","LD=64, SS=16",4.3131,3.1088,100,0.30718954248366015,47
2791,"LD=16, SS=8","LD=16, SS=16",2.627,2.8996,100,0.32450331125827814,49
2794,"LD=16, SS=8","LD=16, SS=32",2.627,3.5236,100,0.35135135135135137,52
2797,"LD=16, SS=8","LD=16, SS=64",2.627,4.838,100,0.2422360248447205,39
2800,"LD=16, SS=8","LD=32, SS=1",2.627,6.0802,100,0.1834319526627219,31
2803,"LD=16, SS=8","LD=32, SS=2",2.627,4.9217,100,0.19047619047619047,32
2806,"LD=16, SS=8","LD=32, SS=4",2.627,2.7115,100,0.21212121212121213,35
2809,"LD=16, SS=8","LD=32, SS=8",2.627,2.9311,100,0.35135135135135137,52
2812,"LD=16, SS=8","LD=32, SS=16",2.627,3.1822,100,0.2987012987012987,46
2815,"LD=16, SS=8","LD=32, SS=32",2.627,3.3407,100,0.25,40
2818,"LD=16, SS=8","LD=64, SS=1",2.627,5.1779,100,0.19047619047619047,32
2821,"LD=16, SS=8","LD=64, SS=2",2.627,2.7685,100,0.2987012987012987,46
2824,"LD=16, SS=8","LD=64, SS=4",2.627,3.0636,100,0.30718954248366015,47
2827,"LD=16, SS=8","LD=64, SS=8",2.627,3.0507,100,0.28205128205128205,44
2830,"LD=16, SS=8","LD=64, SS=16",2.627,3.1088,100,0.27388535031847133,43
2833,"LD=16, SS=16","LD=16, SS=32",2.8996,3.5236,100,0.4084507042253521,58
2836,"LD=16, SS=16","LD=16, SS=64",2.8996,4.838,100,0.2903225806451613,45
2839,"LD=16, SS=16","LD=32, SS=1",2.8996,6.0802,100,0.19760479041916168,33
2842,"LD=16, SS=16","LD=32, SS=2",2.8996,4.9217,100,0.2345679012345679,38
2845,"LD=16, SS=16","LD=32, SS=4",2.8996,2.7115,100,0.21951219512195122,36
2848,"LD=16, SS=16","LD=32, SS=8",2.8996,2.9311,100,0.43884892086330934,61
2851,"LD=16, SS=16","LD=32, SS=16",2.8996,3.1822,100,0.41843971631205673,59
2854,"LD=16, SS=16","LD=32, SS=32",2.8996,3.3407,100,0.36054421768707484,53
2857,"LD=16, SS=16","LD=64, SS=1",2.8996,5.1779,100,0.2345679012345679,38
2860,"LD=16, SS=16","LD=64, SS=2",2.8996,2.7685,100,0.3793103448275862,55
2863,"LD=16, SS=16","LD=64, SS=4",2.8996,3.0636,100,0.3793103448275862,55
2866,"LD=16, SS=16","LD=64, SS=8",2.8996,3.0507,100,0.3422818791946309,51
2869,"LD=16, SS=16","LD=64, SS=16",2.8996,3.1088,100,0.36054421768707484,53
2872,"LD=16, SS=32","LD=16, SS=64",3.5236,4.838,100,0.4925373134328358,66
2875,"LD=16, SS=32","LD=32, SS=1",3.5236,6.0802,100,0.30718954248366015,47
2878,"LD=16, SS=32","LD=32, SS=2",3.5236,4.9217,100,0.3422818791946309,51
2881,"LD=16, SS=32","LD=32, SS=4",3.5236,2.7115,100,0.2422360248447205,39
2884,"LD=16, SS=32","LD=32, SS=8",3.5236,2.9311,100,0.41843971631205673,59
2887,"LD=16, SS=32","LD=32, SS=16",3.5236,3.1822,100,0.45985401459854014,63
2890,"LD=16, SS=32","LD=32, SS=32",3.5236,3.3407,100,0.47058823529411764,64
2893,"LD=16, SS=32","LD=64, SS=1",3.5236,5.1779,100,0.3422818791946309,51
2896,"LD=16, SS=32","LD=64, SS=2",3.5236,2.7685,100,0.35135135135135137,52
2899,"LD=16, SS=32","LD=64, SS=4",3.5236,3.0636,100,0.3422818791946309,51
2902,"LD=16, SS=32","LD=64, SS=8",3.5236,3.0507,100,0.3888888888888889,56
2905,"LD=16, SS=32","LD=64, SS=16",3.5236,3.1088,100,0.3986013986013986,57
2908,"LD=16, SS=64","LD=32, SS=1",4.838,6.0802,100,0.36054421768707484,53
2911,"LD=16, SS=64","LD=32, SS=2",4.838,4.9217,100,0.41843971631205673,59
2914,"LD=16, SS=64","LD=32, SS=4",4.838,2.7115,100,0.2422360248447205,39
2917,"LD=16, SS=64","LD=32, SS=8",4.838,2.9311,100,0.2903225806451613,45
2920,"LD=16, SS=64","LD=32, SS=16",4.838,3.1822,100,0.3698630136986301,54
2923,"LD=16, SS=64","LD=32, SS=32",4.838,3.3407,100,0.3888888888888889,56
2926,"LD=16, SS=64","LD=64, SS=1",4.838,5.1779,100,0.41843971631205673,59
2929,"LD=16, SS=64","LD=64, SS=2",4.838,2.7685,100,0.3157894736842105,48
2932,"LD=16, SS=64","LD=64, SS=4",4.838,3.0636,100,0.28205128205128205,44
2935,"LD=16, SS=64","LD=64, SS=8",4.838,3.0507,100,0.3422818791946309,51
2938,"LD=16, SS=64","LD=64, SS=16",4.838,3.1088,100,0.3888888888888889,56
2941,"LD=32, SS=1","LD=32, SS=2",6.0802,4.9217,100,0.7543859649122807,86
2944,"LD=32, SS=1","LD=32, SS=4",6.0802,2.7115,100,0.21951219512195122,36
2947,"LD=32, SS=1","LD=32, SS=8",6.0802,2.9311,100,0.2345679012345679,38
2950,"LD=32, SS=1","LD=32, SS=16",6.0802,3.1822,100,0.25,40
2953,"LD=32, SS=1","LD=32, SS=32",6.0802,3.3407,100,0.2578616352201258,41
2956,"LD=32, SS=1","LD=64, SS=1",6.0802,5.1779,100,0.7543859649122807,86
2959,"LD=32, SS=1","LD=64, SS=2",6.0802,2.7685,100,0.2345679012345679,38
2962,"LD=32, SS=1","LD=64, SS=4",6.0802,3.0636,100,0.1834319526627219,31
2965,"LD=32, SS=1","LD=64, SS=8",6.0802,3.0507,100,0.22699386503067484,37
2968,"LD=32, SS=1","LD=64, SS=16",6.0802,3.1088,100,0.26582278481012656,42
2971,"LD=32, SS=2","LD=32, SS=4",4.9217,2.7115,100,0.22699386503067484,37
2974,"LD=32, SS=2","LD=32, SS=8",4.9217,2.9311,100,0.2345679012345679,38
2977,"LD=32, SS=2","LD=32, SS=16",4.9217,3.1822,100,0.27388535031847133,43
2980,"LD=32, SS=2","LD=32, SS=32",4.9217,3.3407,100,0.28205128205128205,44
2983,"LD=32, SS=2","LD=64, SS=1",4.9217,5.1779,100,1.0,100
2986,"LD=32, SS=2","LD=64, SS=2",4.9217,2.7685,100,0.22699386503067484,37
2989,"LD=32, SS=2","LD=64, SS=4",4.9217,3.0636,100,0.20481927710843373,34
2992,"LD=32, SS=2","LD=64, SS=8",4.9217,3.0507,100,0.2578616352201258,41
2995,"LD=32, SS=2","LD=64, SS=16",4.9217,3.1088,100,0.30718954248366015,47
2998,"LD=32, SS=4","LD=32, SS=8",2.7115,2.9311,100,0.27388535031847133,43
3001,"LD=32, SS=4","LD=32, SS=16",2.7115,3.1822,100,0.28205128205128205,44
3004,"LD=32, SS=4","LD=32, SS=32",2.7115,3.3407,100,0.21951219512195122,36
3007,"LD=32, SS=4","LD=64, SS=1",2.7115,5.1779,100,0.22699386503067484,37
3010,"LD=32, SS=4","LD=64, SS=2",2.7115,2.7685,100,0.22699386503067484,37
3013,"LD=32, SS=4","LD=64, SS=4",2.7115,3.0636,100,0.2422360248447205,39
3016,"LD=32, SS=4","LD=64, SS=8",2.7115,3.0507,100,0.2422360248447205,39
3019,"LD=32, SS=4","LD=64, SS=16",2.7115,3.1088,100,0.27388535031847133,43
3022,"LD=32, SS=8","LD=32, SS=16",2.9311,3.1822,100,0.42857142857142855,60
3025,"LD=32, SS=8","LD=32, SS=32",2.9311,3.3407,100,0.3422818791946309,51
3028,"LD=32, SS=8","LD=64, SS=1",2.9311,5.1779,100,0.2345679012345679,38
3031,"LD=32, SS=8","LD=64, SS=2",2.9311,2.7685,100,0.41843971631205673,59
3034,"LD=32, SS=8","LD=64, SS=4",2.9311,3.0636,100,0.3888888888888889,56
3037,"LD=32, SS=8","LD=64, SS=8",2.9311,3.0507,100,0.3986013986013986,57
3040,"LD=32, SS=8","LD=64, SS=16",2.9311,3.1088,100,0.3986013986013986,57
3043,"LD=32, SS=16","LD=32, SS=32",3.1822,3.3407,100,0.4925373134328358,66
3046,"LD=32, SS=16","LD=64, SS=1",3.1822,5.1779,100,0.27388535031847133,43
3049,"LD=32, SS=16","LD=64, SS=2",3.1822,2.7685,100,0.4084507042253521,58
3052,"LD=32, SS=16","LD=64, SS=4",3.1822,3.0636,100,0.45985401459854014,63
3055,"LD=32, SS=16","LD=64, SS=8",3.1822,3.0507,100,0.45985401459854014,63
3058,"LD=32, SS=16","LD=64, SS=16",3.1822,3.1088,100,0.4492753623188406,62
3061,"LD=32, SS=32","LD=64, SS=1",3.3407,5.1779,100,0.28205128205128205,44
3064,"LD=32, SS=32","LD=64, SS=2",3.3407,2.7685,100,0.36054421768707484,53
3067,"LD=32, SS=32","LD=64, SS=4",3.3407,3.0636,100,0.4084507042253521,58
3070,"LD=32, SS=32","LD=64, SS=8",3.3407,3.0507,100,0.47058823529411764,64
3073,"LD=32, SS=32","LD=64, SS=16",3.3407,3.1088,100,0.5151515151515151,68
3076,"LD=64, SS=1","LD=64, SS=2",5.1779,2.7685,100,0.22699386503067484,37
3079,"LD=64, SS=1","LD=64, SS=4",5.1779,3.0636,100,0.20481927710843373,34
3082,"LD=64, SS=1","LD=64, SS=8",5.1779,3.0507,100,0.2578616352201258,41
3085,"LD=64, SS=1","LD=64, SS=16",5.1779,3.1088,100,0.30718954248366015,47
3088,"LD=64, SS=2","LD=64, SS=4",2.7685,3.0636,100,0.48148148148148145,65
3091,"LD=64, SS=2","LD=64, SS=8",2.7685,3.0507,100,0.4084507042253521,58
3094,"LD=64, SS=2","LD=64, SS=16",2.7685,3.1088,100,0.3888888888888889,56
3097,"LD=64, SS=4","LD=64, SS=8",3.0636,3.0507,100,0.4925373134328358,66
3100,"LD=64, SS=4","LD=64, SS=16",3.0636,3.1088,100,0.41843971631205673,59
3103,"LD=64, SS=8","LD=64, SS=16",3.0507,3.1088,100,0.5873015873015873,74
